entity_id,canonical_entity_id,canonical_key,display_name,normalized_name,name,primary_type,type,type_labels_json,type_labels_pipe,description,attributes_json,source_chunk_ids_json,source_chunk_ids_pipe,entity_occurrence_ids_json,entity_occurrence_ids_pipe
ent_c202fb797935db90,ent_c202fb797935db90,ent_c202fb797935db90,打开燃油沉淀柜、日用柜道门检查,打开燃油沉淀柜日用柜道门检查,打开燃油沉淀柜、日用柜道门检查,处置措施,处置措施,"[""处置措施""]",处置措施,,{},[460],460,"[""eocc_d5a0df08e288b355""]",eocc_d5a0df08e288b355
ent_c274f6a2fa821743,ent_c274f6a2fa821743,ent_c274f6a2fa821743,更换备用排气阀和 2 只油嘴,更换备用排气阀和2只油嘴,更换备用排气阀和 2 只油嘴,处置措施,处置措施,"[""处置措施""]",处置措施,,{},[492],492,"[""eocc_1fa0bcb07e532e93""]",eocc_1fa0bcb07e532e93
ent_c279ab112be3f7d2,ent_c279ab112be3f7d2,ent_c279ab112be3f7d2,透平转速突然升高,透平转速突然升高,透平转速突然升高,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,"{""数值"": ""16000 r/min""}",[485],485,"[""eocc_d5e9d3caf1cddd7b""]",eocc_d5e9d3caf1cddd7b
ent_c2b2771471107a01,ent_c2b2771471107a01,ent_c2b2771471107a01,燃烧质量受影响,燃烧质量受影响,燃烧质量受影响,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,{},[467],467,"[""eocc_0a2adc5c2d4ba8ee""]",eocc_0a2adc5c2d4ba8ee
ent_c2fd264eea3fa8f4,ent_c2fd264eea3fa8f4,ent_c2fd264eea3fa8f4,加强机务主管部门对船舶现场监督的力度,加强机务主管部门对船舶现场监督的力度,加强机务主管部门对船舶现场监督的力度,防范要求,防范要求,"[""防范要求""]",防范要求,,{},[486],486,"[""eocc_1f66fb0289b183d4""]",eocc_1f66fb0289b183d4
ent_c312ab6b4fdf0a40,ent_c312ab6b4fdf0a40,ent_c312ab6b4fdf0a40,主机曲拐箱,主机曲拐箱,主机曲拐箱,设备部件,设备部件,"[""设备部件""]",设备部件,,{},"[510, 511]",510|511,"[""eocc_00985583eb34edeb"", ""eocc_46495cfaeaab10ab""]",eocc_00985583eb34edeb|eocc_46495cfaeaab10ab
ent_c36804f0e8a37b9b,ent_c36804f0e8a37b9b,ent_c36804f0e8a37b9b,主机,主机,主机,设备部件,设备部件,"[""设备部件""]",设备部件,,"{""制造厂"": ""南斯拉夫五三厂；HITACHI ZOSEN JAPAN"", ""制造年份"": ""1973 年；1994 年"", ""功率"": ""34400 kW；5640 kW；5430 kW；17600 kW；15066 kW；34400 kW；5640 kW；11550 kW；5430 kW；15066 kW"", ""型号"": ""HITACHI ZOSEN SULZER 6RT；SULZER 6RND76；NEW-SULZER 9RTA84C；SULZER6RLB56；MAN K7SZ70/150CL；KAWASAKI MAN7L52/55；GVB&W7K90GF；MANB&W6L80MC；MANB&W6L70MCE；B&W5L80GFCA；UVB&WVT9EF160；HITACHI ZOSEN SULZER 6RT；IHI SULZER 6RD76；SULZER 9RTA84C；SULZER 6RLB56；SULZER 6RND76；IHI SULZER 8RND76M；NEW-SULZER 9RTA84C；SULZER9RTA84C；SULZER6RLB56；MAN K7SZ70/150CL；KAWASAKI MAN7L52/55；MANB&W6L80MC；MAN B&W 6L70MCE；B&W5L80GFCA；MANB&W6L70MCE；UVB&WVT9EF160"", ""工况"": ""冒黑烟，转速上不去"", ""特征"": ""机身较长，纵向刚性较差"", ""特点"": ""机身较长，纵向刚性较差"", ""现行营运转速"": ""120r/min"", ""缸数"": ""9 缸"", ""营运功率"": ""31097 kW"", ""营运转速"": ""97 r/min"", ""转速"": ""96.5 r/min；110 r/min；450 r/min；85r/min"", ""额定转速"": ""150 r/min""}","[459, 460, 461, 462, 463, 464, 465, 466, 467, 468, 469, 470, 471, 472, 473, 475, 476, 477, 478, 479, 480, 482, 484, 485, 486, 488, 489, 490, 491, 492, 493, 495, 496, 497, 498, 499, 501, 502, 503, 504, 505, 506, 507, 508, 509, 510, 511, 512, 513, 514]",459|460|461|462|463|464|465|466|467|468|469|470|471|472|473|475|476|477|478|479|480|482|484|485|486|488|489|490|491|492|493|495|496|497|498|499|501|502|503|504|505|506|507|508|509|510|511|512|513|514,"[""eocc_1388b1215a65b793"", ""eocc_16e4980b200a8890"", ""eocc_1f39fcfcb27fe384"", ""eocc_276e8eb9393ad06a"", ""eocc_2c816aa4850b3aae"", ""eocc_3912c4f2ddd1de5d"", ""eocc_3a5b73962d9113d5"", ""eocc_3e8b1f9b427ccfd4"", ""eocc_446e340b12d59cd4"", ""eocc_4744309a308efe40"", ""eocc_49733b52a14fda7a"", ""eocc_4aa33e03a00a0b28"", ""eocc_4b61dd0a74f2e498"", ""eocc_5051b7a1233f75ad"", ""eocc_5aa394493ff114f2"", ""eocc_68242f411ef32b83"", ""eocc_73d79cf1007095b8"", ""eocc_74a5c3bcfef02069"", ""eocc_7dd53330d79f79e8"", ""eocc_8581b5625e579db1"", ""eocc_8b0e7a4ea2f81ee6"", ""eocc_950f873812ab7cfe"", ""eocc_9803dc050421fae1"", ""eocc_a478437f7327b9bf"", ""eocc_a7bf9bd7815a9e7b"", ""eocc_ac207b3d4047047d"", ""eocc_b23c139481034bd7"", ""eocc_b927283bc96ee443"", ""eocc_bbb9a087da479de1"", ""eocc_bec480ed8b07df0f"", ""eocc_c3adc351a74904c4"", ""eocc_ce0552309662484a"", ""eocc_cfb6298a6e88250d"", ""eocc_d6dd5cf50998f672"", ""eocc_d7e6755cb2af136e"", ""eocc_e522a97785e07d31"", ""eocc_e57bd04e63028135"", ""eocc_e62789cd46cf6d41"", ""eocc_e7191b69db148345"", ""eocc_e9e04ca82ee1f331"", ""eocc_eb27e53fd040e2ae"", ""eocc_ecf9bd003faaabd7"", ""eocc_f15da50fb16e63d7"", ""eocc_f1cd8d1bc55e024c"", ""eocc_f60aa716c61c7370"", ""eocc_f63f326d87991cc4""]",eocc_1388b1215a65b793|eocc_16e4980b200a8890|eocc_1f39fcfcb27fe384|eocc_276e8eb9393ad06a|eocc_2c816aa4850b3aae|eocc_3912c4f2ddd1de5d|eocc_3a5b73962d9113d5|eocc_3e8b1f9b427ccfd4|eocc_446e340b12d59cd4|eocc_4744309a308efe40|eocc_49733b52a14fda7a|eocc_4aa33e03a00a0b28|eocc_4b61dd0a74f2e498|eocc_5051b7a1233f75ad|eocc_5aa394493ff114f2|eocc_68242f411ef32b83|eocc_73d79cf1007095b8|eocc_74a5c3bcfef02069|eocc_7dd53330d79f79e8|eocc_8581b5625e579db1|eocc_8b0e7a4ea2f81ee6|eocc_950f873812ab7cfe|eocc_9803dc050421fae1|eocc_a478437f7327b9bf|eocc_a7bf9bd7815a9e7b|eocc_ac207b3d4047047d|eocc_b23c139481034bd7|eocc_b927283bc96ee443|eocc_bbb9a087da479de1|eocc_bec480ed8b07df0f|eocc_c3adc351a74904c4|eocc_ce0552309662484a|eocc_cfb6298a6e88250d|eocc_d6dd5cf50998f672|eocc_d7e6755cb2af136e|eocc_e522a97785e07d31|eocc_e57bd04e63028135|eocc_e62789cd46cf6d41|eocc_e7191b69db148345|eocc_e9e04ca82ee1f331|eocc_eb27e53fd040e2ae|eocc_ecf9bd003faaabd7|eocc_f15da50fb16e63d7|eocc_f1cd8d1bc55e024c|eocc_f60aa716c61c7370|eocc_f63f326d87991cc4
ent_c3b385372874cffa,ent_c3b385372874cffa,ent_c3b385372874cffa,增压器,增压器,增压器,设备部件,设备部件,"[""设备部件""]",设备部件,,"{""特性"": ""高转速设备""}","[465, 466, 472, 488, 497, 498, 505]",465|466|472|488|497|498|505,"[""eocc_48b44c272df1b73b"", ""eocc_4d2cb1337c2245f8"", ""eocc_899af25ad99154a2"", ""eocc_ac2912d230f5f086"", ""eocc_b399a0dccaae5dab"", ""eocc_c5900feb15e96b7c"", ""eocc_d6ad755a11690a3f""]",eocc_48b44c272df1b73b|eocc_4d2cb1337c2245f8|eocc_899af25ad99154a2|eocc_ac2912d230f5f086|eocc_b399a0dccaae5dab|eocc_c5900feb15e96b7c|eocc_d6ad755a11690a3f
ent_c3c8e1304b7754fa,ent_c3c8e1304b7754fa,ent_c3c8e1304b7754fa,擅自调改报警值,擅自调改报警值,擅自调改报警值,原因因素,原因因素,"[""原因因素""]",原因因素,,{},[470],470,"[""eocc_7a9a1bda8f116400""]",eocc_7a9a1bda8f116400
ent_c41ab17abe276c0d,ent_c41ab17abe276c0d,ent_c41ab17abe276c0d,检查定时,检查定时,检查定时,处置措施,处置措施,"[""处置措施""]",处置措施,,"{""次数"": ""3 次""}",[467],467,"[""eocc_001ab4f9f45b8885""]",eocc_001ab4f9f45b8885
ent_c422e77e654aae30,ent_c422e77e654aae30,ent_c422e77e654aae30,新轴承,新轴承,新轴承,设备部件,设备部件,"[""设备部件""]",设备部件,,"{""状态"": ""船存""}",[463],463,"[""eocc_f5ed61f30d23e00e""]",eocc_f5ed61f30d23e00e
ent_c438d9a2607450df,ent_c438d9a2607450df,ent_c438d9a2607450df,主机链条箱内出现异常响声,主机链条箱内出现异常响声,主机链条箱内出现异常响声,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,{},[502],502,"[""eocc_eee2bf2bd2e76b02""]",eocc_eee2bf2bd2e76b02
ent_c4425b7c1932df37,ent_c4425b7c1932df37,ent_c4425b7c1932df37,主机机架有明显振动,主机机架有明显振动,主机机架有明显振动,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,{},[501],501,"[""eocc_e69ad31c7ebbb391""]",eocc_e69ad31c7ebbb391
ent_c45011316a7b32ce,ent_c45011316a7b32ce,ent_c45011316a7b32ce,采用两台分油机串联方式,采用两台分油机串联方式,采用两台分油机串联方式,防范要求,防范要求,"[""防范要求""]",防范要求,,{},[509],509,"[""eocc_bf932ea9f8c2f359""]",eocc_bf932ea9f8c2f359
ent_c48442a26d3c7ffe,ent_c48442a26d3c7ffe,ent_c48442a26d3c7ffe,口琴阀单向气密性能不好,口琴阀单向气密性能不好,口琴阀单向气密性能不好,原因因素,原因因素,"[""原因因素""]",原因因素,,{},[467],467,"[""eocc_b9a36b69a933507d""]",eocc_b9a36b69a933507d
ent_c4e1b901e02f06cf,ent_c4e1b901e02f06cf,ent_c4e1b901e02f06cf,废气端轴承、推力块也烧坏,废气端轴承推力块也烧坏,废气端轴承、推力块也烧坏,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,{},[497],497,"[""eocc_2c28ad802a5a7d85""]",eocc_2c28ad802a5a7d85
ent_c5259a71e07f2548,ent_c5259a71e07f2548,ent_c5259a71e07f2548,统计主管设备运行时间,统计主管设备运行时间,统计主管设备运行时间,防范要求,防范要求,"[""防范要求""]",防范要求,,{},[488],488,"[""eocc_62fce3d75a2cf3e6""]",eocc_62fce3d75a2cf3e6
ent_c56324f62601108b,ent_c56324f62601108b,ent_c56324f62601108b,巨大损伤,巨大损伤,巨大损伤,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,{},[475],475,"[""eocc_71e743ee290f911c""]",eocc_71e743ee290f911c
ent_c5a663e37aa85392,ent_c5a663e37aa85392,ent_c5a663e37aa85392,连接板已松动,连接板已松动,连接板已松动,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,{},[459],459,"[""eocc_bf7449447ed0105b""]",eocc_bf7449447ed0105b
ent_c5d6bcfc22025eac,ent_c5d6bcfc22025eac,ent_c5d6bcfc22025eac,认真清洗循环柜，更换机油,认真清洗循环柜更换机油,认真清洗循环柜，更换机油,防范要求,防范要求,"[""防范要求""]",防范要求,,{},[470],470,"[""eocc_83eee241d58ea250""]",eocc_83eee241d58ea250
ent_c6481940d25074aa,ent_c6481940d25074aa,ent_c6481940d25074aa,No.1 增压器转速表显示不稳定、来回波动较大,no1增压器转速表显示不稳定来回波动较大,No.1 增压器转速表显示不稳定、来回波动较大,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,{},[486],486,"[""eocc_0f4c00b5ecf32318""]",eocc_0f4c00b5ecf32318
ent_c6b14c13a87aae42,ent_c6b14c13a87aae42,ent_c6b14c13a87aae42,对第 6 缸定时做适当调整,对第6缸定时做适当调整,对第 6 缸定时做适当调整,处置措施,处置措施,"[""处置措施""]",处置措施,,{},[501],501,"[""eocc_1bc97ca36db3c43c""]",eocc_1bc97ca36db3c43c
ent_c6b74846f3804f32,ent_c6b74846f3804f32,ent_c6b74846f3804f32,TZH 轮主机缸头裂纹事故,tzh轮主机缸头裂纹事故,TZH 轮主机缸头裂纹事故,事故案例,事故案例,"[""事故案例""]",事故案例,,"{""时间"": ""1995 年 3 月 20 日""}",[498],498,"[""eocc_9379dd36cbfaeed7""]",eocc_9379dd36cbfaeed7
ent_c6bb1523199e5e6c,ent_c6bb1523199e5e6c,ent_c6bb1523199e5e6c,废气锅炉烟管多数脏堵,废气锅炉烟管多数脏堵,废气锅炉烟管多数脏堵,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,{},[505],505,"[""eocc_357444af0700f0aa""]",eocc_357444af0700f0aa
ent_c72cc3d31011bb6f,ent_c72cc3d31011bb6f,ent_c72cc3d31011bb6f,衬套,衬套,衬套,设备部件,设备部件,"[""设备部件""]",设备部件,,{},"[497, 498]",497|498,"[""eocc_7f98335cb20b28dc"", ""eocc_803b5a67559c7496""]",eocc_7f98335cb20b28dc|eocc_803b5a67559c7496
ent_c75af92eb2907bf1,ent_c75af92eb2907bf1,ent_c75af92eb2907bf1,ZH 轮,zh轮,ZH 轮,船舶,船舶,"[""船舶""]",船舶,,"{""出厂年份"": ""1968 年"", ""出厂时间"": ""1994 年 1 月"", ""状态"": ""新船""}","[463, 465, 511]",463|465|511,"[""eocc_a73eb32b12abc3d9"", ""eocc_ae77b16886f198c1"", ""eocc_ce687408a611b5ae""]",eocc_a73eb32b12abc3d9|eocc_ae77b16886f198c1|eocc_ce687408a611b5ae
ent_c7a3e2515477875b,ent_c7a3e2515477875b,ent_c7a3e2515477875b,燃油分油机,燃油分油机,燃油分油机,设备部件,设备部件,"[""设备部件""]",设备部件,,{},[506],506,"[""eocc_a54c78c23c4e83ed""]",eocc_a54c78c23c4e83ed
ent_c7b635d03106edc4,ent_c7b635d03106edc4,ent_c7b635d03106edc4,船舶掉头驶向日本种子岛,船舶掉头驶向日本种子岛,船舶掉头驶向日本种子岛,处置措施,处置措施,"[""处置措施""]",处置措施,,{},[485],485,"[""eocc_e9c7b685f8c19b50""]",eocc_e9c7b685f8c19b50
ent_c828c5006a45355b,ent_c828c5006a45355b,ent_c828c5006a45355b,排温上升,排温上升,排温上升,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,"{""最高温度"": ""373℃""}","[485, 504]",485|504,"[""eocc_4193be481f57c3b1"", ""eocc_690f3ef16df782e0""]",eocc_4193be481f57c3b1|eocc_690f3ef16df782e0
ent_c83feafafdc34c83,ent_c83feafafdc34c83,ent_c83feafafdc34c83,对主机 No.7 缸实施单缸停油,对主机no7缸实施单缸停油,对主机 No.7 缸实施单缸停油,处置措施,处置措施,"[""处置措施""]",处置措施,,{},[464],464,"[""eocc_8584a2be7df44c84""]",eocc_8584a2be7df44c84
ent_c8ca3db2c8f9f032,ent_c8ca3db2c8f9f032,ent_c8ca3db2c8f9f032,附件,附件,附件,设备部件,设备部件,"[""设备部件""]",设备部件,,{},[511],511,"[""eocc_79694918920c4a46""]",eocc_79694918920c4a46
ent_c8e884b60e647019,ent_c8e884b60e647019,ent_c8e884b60e647019,缓冲空气室,缓冲空气室,缓冲空气室,设备部件,设备部件,"[""设备部件""]",设备部件,,{},[488],488,"[""eocc_48c3b6f4bdaeb6c0""]",eocc_48c3b6f4bdaeb6c0
ent_c94cf98ba7f39f0b,ent_c94cf98ba7f39f0b,ent_c94cf98ba7f39f0b,链条张紧装置,链条张紧装置,链条张紧装置,设备部件,设备部件,"[""设备部件""]",设备部件,,{},[502],502,"[""eocc_900e80096efab688""]",eocc_900e80096efab688
ent_c99268c9dc1c8998,ent_c99268c9dc1c8998,ent_c99268c9dc1c8998,气缸油注油器积碳咬死,气缸油注油器积碳咬死,气缸油注油器积碳咬死,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,{},[474],474,"[""eocc_ab9058e92c10b669""]",eocc_ab9058e92c10b669
ent_c9b377dfe934a40e,ent_c9b377dfe934a40e,ent_c9b377dfe934a40e,分析故障必须有依据、有数据,分析故障必须有依据有数据,分析故障必须有依据、有数据,防范要求,防范要求,"[""防范要求""]",防范要求,,{},[472],472,"[""eocc_2591df219f59d18f""]",eocc_2591df219f59d18f
ent_c9d22de9e371f946,ent_c9d22de9e371f946,ent_c9d22de9e371f946,六甲漂航自修中轴承更换事故,六甲漂航自修中轴承更换事故,六甲漂航自修中轴承更换事故,事故案例,事故案例,"[""事故案例""]",事故案例,,{},[463],463,"[""eocc_8aefced502f3104d""]",eocc_8aefced502f3104d
ent_ca04e898bbbb34a1,ent_ca04e898bbbb34a1,ent_ca04e898bbbb34a1,加强检查的同时又逐渐将主机加速,加强检查的同时又逐渐将主机加速,加强检查的同时又逐渐将主机加速,处置措施,处置措施,"[""处置措施""]",处置措施,,{},[476],476,"[""eocc_bda5e882513151d4""]",eocc_bda5e882513151d4
ent_ca09186c55e2fb6f,ent_ca09186c55e2fb6f,ent_ca09186c55e2fb6f,气口附近,气口附近,气口附近,地点,地点,"[""地点""]",地点,,{},[474],474,"[""eocc_be7ec7645e927226""]",eocc_be7ec7645e927226
ent_ca4dd4d3a46df3cd,ent_ca4dd4d3a46df3cd,ent_ca4dd4d3a46df3cd,减速、停车,减速停车,减速、停车,处置措施,处置措施,"[""处置措施""]",处置措施,,{},[486],486,"[""eocc_0b1493661d234aac""]",eocc_0b1493661d234aac
ent_cad446d2dbd7f32f,ent_cad446d2dbd7f32f,ent_cad446d2dbd7f32f,传动链条损坏,传动链条损坏,传动链条损坏,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,{},[459],459,"[""eocc_6f93f7a82a86b59b""]",eocc_6f93f7a82a86b59b
ent_cadb65e1aa56ed53,ent_cadb65e1aa56ed53,ent_cadb65e1aa56ed53,燃油系统,燃油系统,燃油系统,设备部件,设备部件,"[""设备部件""]",设备部件,,{},"[460, 461]",460|461,"[""eocc_2f0b3261af1a960f"", ""eocc_ace928ec9f69e91c""]",eocc_2f0b3261af1a960f|eocc_ace928ec9f69e91c
ent_cb1f003f20c9ee30,ent_cb1f003f20c9ee30,ent_cb1f003f20c9ee30,对燃油系统进行拆检,对燃油系统进行拆检,对燃油系统进行拆检,处置措施,处置措施,"[""处置措施""]",处置措施,,{},[460],460,"[""eocc_c2dca0d3d572df9d""]",eocc_c2dca0d3d572df9d
ent_cb22a509ef17791a,ent_cb22a509ef17791a,ent_cb22a509ef17791a,燃油舱透气管,燃油舱透气管,燃油舱透气管,设备部件,设备部件,"[""设备部件""]",设备部件,,{},[460],460,"[""eocc_cdaaec2701c9e6c0""]",eocc_cdaaec2701c9e6c0
ent_cb438e9eadb06e7e,ent_cb438e9eadb06e7e,ent_cb438e9eadb06e7e,链轨,链轨,链轨,设备部件,设备部件,"[""设备部件""]",设备部件,,{},[502],502,"[""eocc_dec1465dab366b49""]",eocc_dec1465dab366b49
ent_cb62045b9fff512d,ent_cb62045b9fff512d,ent_cb62045b9fff512d,阀杆,阀杆,阀杆,设备部件,设备部件,"[""设备部件""]",设备部件,,{},[491],491,"[""eocc_0d366a040c5ca417""]",eocc_0d366a040c5ca417
ent_cb7af7c190409c00,ent_cb7af7c190409c00,ent_cb7af7c190409c00,滑油,滑油,滑油,设备部件,设备部件,"[""设备部件""]",设备部件,,{},[498],498,"[""eocc_fce4ab8bbc578c4c""]",eocc_fce4ab8bbc578c4c
ent_cb89533744b2489b,ent_cb89533744b2489b,ent_cb89533744b2489b,有的缸不能发火,有的缸不能发火,有的缸不能发火,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,{},[461],461,"[""eocc_0441a17cc604a557""]",eocc_0441a17cc604a557
ent_cbacb0807ea3c31a,ent_cbacb0807ea3c31a,ent_cbacb0807ea3c31a,科伦坡锚地,科伦坡锚地,科伦坡锚地,地点,地点,"[""地点""]",地点,,{},[482],482,"[""eocc_ab76504bd344e1ec""]",eocc_ab76504bd344e1ec
ent_cbe88185a1d8d7e7,ent_cbe88185a1d8d7e7,ent_cbe88185a1d8d7e7,转速大幅度波动,转速大幅度波动,转速大幅度波动,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,{},[460],460,"[""eocc_20e9ac99f66a5537""]",eocc_20e9ac99f66a5537
ent_cbf7fbf26d80207f,ent_cbf7fbf26d80207f,ent_cbf7fbf26d80207f,第 6 缸后主轴承螺栓在上部断裂,第6缸后主轴承螺栓在上部断裂,第 6 缸后主轴承螺栓在上部断裂,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,{},[501],501,"[""eocc_ac48d6d662c8cc85""]",eocc_ac48d6d662c8cc85
ent_cc41a4f58249bf69,ent_cc41a4f58249bf69,ent_cc41a4f58249bf69,适当减少主机油门,适当减少主机油门,适当减少主机油门,处置措施,处置措施,"[""处置措施""]",处置措施,,{},[510],510,"[""eocc_73a4e85f38023f82""]",eocc_73a4e85f38023f82
ent_cc9564c1f1bf8f6b,ent_cc9564c1f1bf8f6b,ent_cc9564c1f1bf8f6b,贯穿螺栓,贯穿螺栓,贯穿螺栓,设备部件,设备部件,"[""设备部件""]",设备部件,,{},[514],514,"[""eocc_335afd681fa6844e""]",eocc_335afd681fa6844e
ent_ccef3ffd7eb7e4f2,ent_ccef3ffd7eb7e4f2,ent_ccef3ffd7eb7e4f2,打开曲拐箱道门检查,打开曲拐箱道门检查,打开曲拐箱道门检查,处置措施,处置措施,"[""处置措施""]",处置措施,,{},[476],476,"[""eocc_0e1befb5e9a3acee""]",eocc_0e1befb5e9a3acee
ent_cd50579a5f49f1ab,ent_cd50579a5f49f1ab,ent_cd50579a5f49f1ab,报经公司应急小组,报经公司应急小组,报经公司应急小组,处置措施,处置措施,"[""处置措施""]",处置措施,,{},[485],485,"[""eocc_1876ed4d9e8482e5""]",eocc_1876ed4d9e8482e5
ent_cebe5ae57ce9acc2,ent_cebe5ae57ce9acc2,ent_cebe5ae57ce9acc2,柱塞抽出抛光拉痕后装复,柱塞抽出抛光拉痕后装复,柱塞抽出抛光拉痕后装复,处置措施,处置措施,"[""处置措施""]",处置措施,,{},[482],482,"[""eocc_435cc18bb7d325c5""]",eocc_435cc18bb7d325c5
ent_cec5204994da1d7b,ent_cec5204994da1d7b,ent_cec5204994da1d7b,燃油供给管,燃油供给管,燃油供给管,设备部件,设备部件,"[""设备部件""]",设备部件,,{},[460],460,"[""eocc_c0a0428d3c374df7""]",eocc_c0a0428d3c374df7
ent_cec52651a7133b6a,ent_cec52651a7133b6a,ent_cec52651a7133b6a,机油失压,机油失压,机油失压,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,{},[470],470,"[""eocc_8f368e45ab3b5630""]",eocc_8f368e45ab3b5630
ent_cef6e7f1633d1701,ent_cef6e7f1633d1701,ent_cef6e7f1633d1701,JYH 轮,jyh轮,JYH 轮,船舶,船舶,"[""船舶""]",船舶,,{},[503],503,"[""eocc_76403b7d61f73198""]",eocc_76403b7d61f73198
ent_cf543ebfe6812929,ent_cf543ebfe6812929,ent_cf543ebfe6812929,凸轮,凸轮,凸轮,设备部件,设备部件,"[""设备部件""]",设备部件,,"{""换向结构"": ""新型单缸凸轮换向结构""}","[464, 465]",464|465,"[""eocc_4e120637eb8bc269"", ""eocc_9942df15676517dc""]",eocc_4e120637eb8bc269|eocc_9942df15676517dc
ent_cf588aeac9b9e59d,ent_cf588aeac9b9e59d,ent_cf588aeac9b9e59d,温控系统,温控系统,温控系统,设备部件,设备部件,"[""设备部件""]",设备部件,,{},[483],483,"[""eocc_e5c96f545ab63671""]",eocc_e5c96f545ab63671
ent_cf97ea238ae88c9f,ent_cf97ea238ae88c9f,ent_cf97ea238ae88c9f,第 3 缸活塞冷却水喷射而出,第3缸活塞冷却水喷射而出,第 3 缸活塞冷却水喷射而出,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,{},[488],488,"[""eocc_4259a687ac3d7b88""]",eocc_4259a687ac3d7b88
ent_cfa0691ce70744f7,ent_cfa0691ce70744f7,ent_cfa0691ce70744f7,缸头螺栓从底部螺牙处损坏,缸头螺栓从底部螺牙处损坏,缸头螺栓从底部螺牙处损坏,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,{},[512],512,"[""eocc_98e993a9eda181aa""]",eocc_98e993a9eda181aa
ent_cfd3308412e4c771,ent_cfd3308412e4c771,ent_cfd3308412e4c771,缸头起动阀控制空气管,缸头起动阀控制空气管,缸头起动阀控制空气管,设备部件,设备部件,"[""设备部件""]",设备部件,,{},[489],489,"[""eocc_d029f346d2148546""]",eocc_d029f346d2148546
ent_cfe346dbc881f489,ent_cfe346dbc881f489,ent_cfe346dbc881f489,疲劳损坏并断裂,疲劳损坏并断裂,疲劳损坏并断裂,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,{},[514],514,"[""eocc_85953655d08a29a8""]",eocc_85953655d08a29a8
ent_cfe52614ae663f16,ent_cfe52614ae663f16,ent_cfe52614ae663f16,排气定时有问题,排气定时有问题,排气定时有问题,原因因素,原因因素,"[""原因因素""]",原因因素,,{},[492],492,"[""eocc_e494ef153027af70""]",eocc_e494ef153027af70
ent_cfea4771a42dcd40,ent_cfea4771a42dcd40,ent_cfea4771a42dcd40,未能充分认识含海水燃油危害,未能充分认识含海水燃油危害,未能充分认识含海水燃油危害,原因因素,原因因素,"[""原因因素""]",原因因素,,{},[506],506,"[""eocc_14aa8ec69759b121""]",eocc_14aa8ec69759b121
ent_d001e33ae8f3651b,ent_d001e33ae8f3651b,ent_d001e33ae8f3651b,巨大不平衡惯性力,巨大不平衡惯性力,巨大不平衡惯性力,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,{},[498],498,"[""eocc_245c6d8e457f55db""]",eocc_245c6d8e457f55db
ent_d0241f137328b7df,ent_d0241f137328b7df,ent_d0241f137328b7df,在厂修或航修期间对关键部件实施拆装时主管轮机人员必须在现场做好监修和验收,在厂修或航修期间对关键部件实施拆装时主管轮机人员必须在现场做好监修和验收,在厂修或航修期间对关键部件实施拆装时主管轮机人员必须在现场做好监修和验收,防范要求,防范要求,"[""防范要求""]",防范要求,,{},[500],500,"[""eocc_404374a75b7b105f""]",eocc_404374a75b7b105f
ent_d04d327fe32d731c,ent_d04d327fe32d731c,ent_d04d327fe32d731c,严格禁止使用明显超标的劣质燃油,严格禁止使用明显超标的劣质燃油,严格禁止使用明显超标的劣质燃油,防范要求,防范要求,"[""防范要求""]",防范要求,,{},[509],509,"[""eocc_3a7e5160e3dfe209""]",eocc_3a7e5160e3dfe209
ent_d103488959a3b20b,ent_d103488959a3b20b,ent_d103488959a3b20b,吊缸抢修、换新令,吊缸抢修换新令,吊缸抢修、换新令,处置措施,处置措施,"[""处置措施""]",处置措施,,{},[505],505,"[""eocc_11a353840d7a1eed""]",eocc_11a353840d7a1eed
ent_d15d650395ff064e,ent_d15d650395ff064e,ent_d15d650395ff064e,环槽内有 3 mm 台阶,环槽内有3mm台阶,环槽内有 3 mm 台阶,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,"{""数值"": ""3 mm""}",[493],493,"[""eocc_ba8eb45105718bfb""]",eocc_ba8eb45105718bfb
